System,Composition [decimal],Steps [-],Job,Crystallization
La-Al,Al0.00,10000,job10,False
La-Al,Al0.00,20000,job1,False
La-Al,Al0.00,20000,job2,False
La-Al,Al0.00,20000,job3,False
La-Al,Al0.00,20000,job6,False
La-Al,Al0.00,20000,job8,False
La-Al,Al0.00,20000,job7,False
La-Al,Al0.00,20000,job5,False
La-Al,Al0.00,20000,job9,False
La-Al,Al0.00,20000,job4,False
La-Al,Al0.00,20000,job10,False
La-Al,Al0.00,50000,job1,False
La-Al,Al0.00,50000,job2,False
La-Al,Al0.00,50000,job3,False
La-Al,Al0.00,50000,job6,False
La-Al,Al0.00,50000,job8,False
La-Al,Al0.00,50000,job7,False
La-Al,Al0.00,50000,job5,False
La-Al,Al0.00,50000,job9,False
La-Al,Al0.00,50000,job4,False
La-Al,Al0.00,50000,job10,False
La-Al,Al0.00,66667,job1,False
La-Al,Al0.00,66667,job2,False
La-Al,Al0.00,66667,job3,False
La-Al,Al0.00,66667,job6,False
La-Al,Al0.00,66667,job8,False
La-Al,Al0.00,66667,job7,False
La-Al,Al0.00,66667,job5,False
La-Al,Al0.00,66667,job9,False
La-Al,Al0.00,66667,job4,False
La-Al,Al0.00,66667,job10,False
La-Al,Al0.00,100000,job1,False
La-Al,Al0.00,100000,job10,False
La-Al,Al0.00,100000,job2,False
La-Al,Al0.00,100000,job3,False
La-Al,Al0.00,100000,job4,False
La-Al,Al0.00,100000,job5,False
La-Al,Al0.00,100000,job6,False
La-Al,Al0.00,100000,job7,False
La-Al,Al0.00,100000,job8,False
La-Al,Al0.00,100000,job9,False
La-Al,Al0.00,1000,job1,False
La-Al,Al0.00,1000,job2,False
La-Al,Al0.00,1000,job3,False
La-Al,Al0.00,1000,job6,False
La-Al,Al0.00,1000,job8,False
La-Al,Al0.00,1000,job7,False
La-Al,Al0.00,1000,job5,False
La-Al,Al0.00,1000,job9,False
La-Al,Al0.00,1000,job4,False
La-Al,Al0.00,1000,job10,False
La-Al,Al0.00,667,job1,False
La-Al,Al0.00,667,job2,False
La-Al,Al0.00,667,job3,False
La-Al,Al0.00,667,job6,False
La-Al,Al0.00,667,job8,False
La-Al,Al0.00,667,job7,False
La-Al,Al0.00,667,job5,False
La-Al,Al0.00,667,job9,False
La-Al,Al0.00,667,job4,False
La-Al,Al0.00,667,job10,False
La-Al,Al0.00,200000,job3,False
La-Al,Al0.00,200000,job7,False
La-Al,Al0.00,200000,job10,False
La-Al,Al0.00,200000,job1,False
La-Al,Al0.00,200000,job2,False
La-Al,Al0.00,200000,job5,False
La-Al,Al0.00,200000,job8,False
La-Al,Al0.00,200000,job4,False
La-Al,Al0.00,200000,job9,False
La-Al,Al0.00,200000,job6,False
Mg-Y,Y0.02,5000,job2,False
Mg-Y,Y0.02,5000,job3,False
Mg-Y,Y0.02,5000,job4,False
Mg-Y,Y0.02,5000,job5,False
Mg-Y,Y0.02,5000,job6,False
Mg-Y,Y0.02,5000,job7,False
Mg-Y,Y0.02,5000,job8,False
Mg-Y,Y0.02,5000,job9,False
Mg-Y,Y0.02,5000,job1,False
Mg-Y,Y0.02,5000,job10,False
Mg-Y,Y0.02,6667,job9,False
Mg-Y,Y0.02,6667,job3,False
Mg-Y,Y0.02,6667,job4,False
Mg-Y,Y0.02,6667,job5,False
Mg-Y,Y0.02,6667,job6,False
Mg-Y,Y0.02,6667,job7,False
Mg-Y,Y0.02,6667,job8,False
Mg-Y,Y0.02,6667,job2,False
Mg-Y,Y0.02,6667,job1,False
Mg-Y,Y0.02,6667,job10,False
Mg-Y,Y0.02,2000,job9,False
Mg-Y,Y0.02,2000,job10,False
Mg-Y,Y0.02,2000,job2,False
Mg-Y,Y0.02,2000,job3,False
Mg-Y,Y0.02,2000,job4,False
Mg-Y,Y0.02,2000,job5,False
Mg-Y,Y0.02,2000,job1,False
Mg-Y,Y0.02,2000,job6,False
Mg-Y,Y0.02,2000,job8,False
Mg-Y,Y0.02,2000,job7,False
Mg-Y,Y0.02,10000,job1,False
Mg-Y,Y0.02,10000,job2,False
Mg-Y,Y0.02,10000,job3,False
Mg-Y,Y0.02,10000,job6,False
Mg-Y,Y0.02,10000,job8,False
Mg-Y,Y0.02,10000,job7,False
Mg-Y,Y0.02,10000,job5,False
Mg-Y,Y0.02,10000,job9,False
Mg-Y,Y0.02,10000,job4,False
Mg-Y,Y0.02,10000,job10,False
Mg-Y,Y0.02,20000,job1,False
Mg-Y,Y0.02,20000,job2,False
Mg-Y,Y0.02,20000,job3,False
Mg-Y,Y0.02,20000,job6,False
Mg-Y,Y0.02,20000,job8,False
Mg-Y,Y0.02,20000,job7,False
Mg-Y,Y0.02,20000,job5,False
Mg-Y,Y0.02,20000,job9,False
Mg-Y,Y0.02,20000,job4,False
Mg-Y,Y0.02,20000,job10,False
Mg-Y,Y0.02,50000,job1,False
Mg-Y,Y0.02,50000,job2,False
Mg-Y,Y0.02,50000,job3,False
Mg-Y,Y0.02,50000,job6,False
Mg-Y,Y0.02,50000,job8,False
Mg-Y,Y0.02,50000,job7,False
Mg-Y,Y0.02,50000,job5,False
Mg-Y,Y0.02,50000,job9,False
Mg-Y,Y0.02,50000,job4,False
Mg-Y,Y0.02,50000,job10,False
Mg-Y,Y0.02,66667,job1,False
Mg-Y,Y0.02,66667,job2,False
Mg-Y,Y0.02,66667,job3,False
Mg-Y,Y0.02,66667,job6,False
Mg-Y,Y0.02,66667,job8,False
Mg-Y,Y0.02,66667,job7,False
Mg-Y,Y0.02,66667,job5,False
Mg-Y,Y0.02,66667,job9,False
Mg-Y,Y0.02,66667,job4,False
Mg-Y,Y0.02,66667,job10,False
Mg-Y,Y0.02,100000,job1,False
Mg-Y,Y0.02,100000,job10,False
Mg-Y,Y0.02,100000,job2,False
Mg-Y,Y0.02,100000,job3,False
Mg-Y,Y0.02,100000,job4,False
Mg-Y,Y0.02,100000,job5,False
Mg-Y,Y0.02,100000,job6,False
Mg-Y,Y0.02,100000,job7,False
Mg-Y,Y0.02,100000,job8,False
Mg-Y,Y0.02,100000,job9,False
Mg-Y,Y0.02,1000,job1,False
Mg-Y,Y0.02,1000,job2,False
Mg-Y,Y0.02,1000,job3,False
Mg-Y,Y0.02,1000,job6,False
Mg-Y,Y0.02,1000,job8,False
Mg-Y,Y0.02,1000,job7,False
Mg-Y,Y0.02,1000,job5,False
Mg-Y,Y0.02,1000,job9,False
Mg-Y,Y0.02,1000,job4,False
Mg-Y,Y0.02,1000,job10,False
Mg-Y,Y0.02,667,job1,False
Mg-Y,Y0.02,667,job2,False
Mg-Y,Y0.02,667,job3,False
Mg-Y,Y0.02,667,job6,False
Mg-Y,Y0.02,667,job8,False
Mg-Y,Y0.02,667,job7,False
Mg-Y,Y0.02,667,job5,False
Mg-Y,Y0.02,667,job9,False
Mg-Y,Y0.02,667,job4,False
Mg-Y,Y0.02,667,job10,False
Mg-Y,Y0.02,200000,job6,False
Mg-Y,Y0.02,200000,job5,False
Mg-Y,Y0.02,200000,job8,False
Mg-Y,Y0.02,200000,job7,False
Mg-Y,Y0.02,200000,job1,False
Mg-Y,Y0.02,200000,job9,False
Mg-Y,Y0.02,200000,job3,False
Mg-Y,Y0.02,200000,job10,False
Mg-Y,Y0.02,200000,job4,False
Mg-Y,Y0.02,200000,job2,False
Mg-Y,Y0.98,6667,job9,True
Mg-Y,Y0.98,6667,job4,True
Mg-Y,Y0.98,6667,job5,True
Mg-Y,Y0.98,6667,job6,True
Mg-Y,Y0.98,6667,job7,True
Mg-Y,Y0.98,6667,job8,True
Mg-Y,Y0.98,6667,job3,True
Mg-Y,Y0.98,6667,job2,True
Mg-Y,Y0.98,6667,job10,True
Mg-Y,Y0.98,6667,job1,True
Mg-Y,Y0.98,2000,job9,False
Mg-Y,Y0.98,2000,job4,False
Mg-Y,Y0.98,2000,job5,False
Mg-Y,Y0.98,2000,job6,False
Mg-Y,Y0.98,2000,job7,False
Mg-Y,Y0.98,2000,job8,False
Mg-Y,Y0.98,2000,job3,False
Mg-Y,Y0.98,2000,job2,False
Mg-Y,Y0.98,2000,job10,False
Mg-Y,Y0.98,2000,job1,False
Mg-Y,Y0.98,5000,job9,False
Mg-Y,Y0.98,5000,job4,False
Mg-Y,Y0.98,5000,job5,True
Mg-Y,Y0.98,5000,job6,False
Mg-Y,Y0.98,5000,job7,True
Mg-Y,Y0.98,5000,job8,False
Mg-Y,Y0.98,5000,job3,True
Mg-Y,Y0.98,5000,job2,True
Mg-Y,Y0.98,5000,job1,False
Mg-Y,Y0.98,5000,job10,False
Mg-Y,Y0.98,10000,job1,True
Mg-Y,Y0.98,10000,job2,True
Mg-Y,Y0.98,10000,job3,True
Mg-Y,Y0.98,10000,job6,True
Mg-Y,Y0.98,10000,job8,True
Mg-Y,Y0.98,10000,job7,True
Mg-Y,Y0.98,10000,job5,True
Mg-Y,Y0.98,10000,job9,True
Mg-Y,Y0.98,10000,job4,True
Mg-Y,Y0.98,10000,job10,True
Mg-Y,Y0.98,1000,job1,False
Mg-Y,Y0.98,1000,job2,False
Mg-Y,Y0.98,1000,job3,False
Mg-Y,Y0.98,1000,job6,False
Mg-Y,Y0.98,1000,job8,False
Mg-Y,Y0.98,1000,job7,False
Mg-Y,Y0.98,1000,job5,False
Mg-Y,Y0.98,1000,job9,False
Mg-Y,Y0.98,1000,job4,False
Mg-Y,Y0.98,1000,job10,False
Mg-Y,Y0.98,667,job1,False
Mg-Y,Y0.98,667,job2,False
Mg-Y,Y0.98,667,job3,False
Mg-Y,Y0.98,667,job6,False
Mg-Y,Y0.98,667,job8,False
Mg-Y,Y0.98,667,job7,False
Mg-Y,Y0.98,667,job5,False
Mg-Y,Y0.98,667,job9,False
Mg-Y,Y0.98,667,job4,False
Mg-Y,Y0.98,667,job10,False
Mg-Y,Y0.99,6667,job7,True
Mg-Y,Y0.99,6667,job8,True
Mg-Y,Y0.99,6667,job9,True
Mg-Y,Y0.99,6667,job6,True
Mg-Y,Y0.99,6667,job5,True
Mg-Y,Y0.99,6667,job3,True
Mg-Y,Y0.99,6667,job4,True
Mg-Y,Y0.99,6667,job2,True
Mg-Y,Y0.99,6667,job1,True
Mg-Y,Y0.99,6667,job10,True
Mg-Y,Y0.99,5000,job7,True
Mg-Y,Y0.99,5000,job8,True
Mg-Y,Y0.99,5000,job9,True
Mg-Y,Y0.99,5000,job6,True
Mg-Y,Y0.99,5000,job5,False
Mg-Y,Y0.99,5000,job3,True
Mg-Y,Y0.99,5000,job4,True
Mg-Y,Y0.99,5000,job2,True
Mg-Y,Y0.99,5000,job1,True
Mg-Y,Y0.99,5000,job10,True
Mg-Y,Y0.99,2000,job4,False
Mg-Y,Y0.99,2000,job5,False
Mg-Y,Y0.99,2000,job6,False
Mg-Y,Y0.99,2000,job7,False
Mg-Y,Y0.99,2000,job8,False
Mg-Y,Y0.99,2000,job3,False
Mg-Y,Y0.99,2000,job2,False
Mg-Y,Y0.99,2000,job9,False
Mg-Y,Y0.99,2000,job1,False
Mg-Y,Y0.99,2000,job10,False
Mg-Y,Y0.99,10000,job1,True
Mg-Y,Y0.99,10000,job2,True
Mg-Y,Y0.99,10000,job3,True
Mg-Y,Y0.99,10000,job6,True
Mg-Y,Y0.99,10000,job8,True
Mg-Y,Y0.99,10000,job7,True
Mg-Y,Y0.99,10000,job5,True
Mg-Y,Y0.99,10000,job9,True
Mg-Y,Y0.99,10000,job4,True
Mg-Y,Y0.99,10000,job10,True
Mg-Y,Y0.99,1000,job1,False
Mg-Y,Y0.99,1000,job2,False
Mg-Y,Y0.99,1000,job3,False
Mg-Y,Y0.99,1000,job6,False
Mg-Y,Y0.99,1000,job8,False
Mg-Y,Y0.99,1000,job7,False
Mg-Y,Y0.99,1000,job5,False
Mg-Y,Y0.99,1000,job9,False
Mg-Y,Y0.99,1000,job4,False
Mg-Y,Y0.99,1000,job10,False
Mg-Y,Y0.99,667,job1,False
Mg-Y,Y0.99,667,job2,False
Mg-Y,Y0.99,667,job3,False
Mg-Y,Y0.99,667,job6,False
Mg-Y,Y0.99,667,job8,False
Mg-Y,Y0.99,667,job7,False
Mg-Y,Y0.99,667,job5,False
Mg-Y,Y0.99,667,job9,False
Mg-Y,Y0.99,667,job4,False
Mg-Y,Y0.99,667,job10,False
Mg-Y,Y1.00,6667,job7,True
Mg-Y,Y1.00,6667,job8,True
Mg-Y,Y1.00,6667,job9,True
Mg-Y,Y1.00,6667,job6,True
Mg-Y,Y1.00,6667,job5,True
Mg-Y,Y1.00,6667,job3,True
Mg-Y,Y1.00,6667,job4,True
Mg-Y,Y1.00,6667,job2,True
Mg-Y,Y1.00,6667,job1,True
Mg-Y,Y1.00,6667,job10,True
Mg-Y,Y1.00,2000,job7,False
Mg-Y,Y1.00,2000,job8,False
Mg-Y,Y1.00,2000,job9,False
Mg-Y,Y1.00,2000,job6,False
Mg-Y,Y1.00,2000,job5,False
Mg-Y,Y1.00,2000,job3,False
Mg-Y,Y1.00,2000,job4,False
Mg-Y,Y1.00,2000,job2,False
Mg-Y,Y1.00,2000,job1,False
Mg-Y,Y1.00,2000,job10,False
Mg-Y,Y1.00,5000,job7,True
Mg-Y,Y1.00,5000,job8,True
Mg-Y,Y1.00,5000,job9,True
Mg-Y,Y1.00,5000,job5,False
Mg-Y,Y1.00,5000,job6,True
Mg-Y,Y1.00,5000,job3,True
Mg-Y,Y1.00,5000,job4,True
Mg-Y,Y1.00,5000,job2,True
Mg-Y,Y1.00,5000,job1,True
Mg-Y,Y1.00,5000,job10,True
Mg-Y,Y1.00,10000,job1,True
Mg-Y,Y1.00,10000,job2,True
Mg-Y,Y1.00,10000,job3,True
Mg-Y,Y1.00,10000,job6,True
Mg-Y,Y1.00,10000,job8,True
Mg-Y,Y1.00,10000,job7,True
Mg-Y,Y1.00,10000,job5,True
Mg-Y,Y1.00,10000,job9,True
Mg-Y,Y1.00,10000,job4,True
Mg-Y,Y1.00,10000,job10,True
Mg-Y,Y1.00,1000,job1,False
Mg-Y,Y1.00,1000,job2,False
Mg-Y,Y1.00,1000,job3,False
Mg-Y,Y1.00,1000,job6,False
Mg-Y,Y1.00,1000,job8,False
Mg-Y,Y1.00,1000,job7,False
Mg-Y,Y1.00,1000,job5,False
Mg-Y,Y1.00,1000,job9,False
Mg-Y,Y1.00,1000,job4,False
Mg-Y,Y1.00,1000,job10,False
Mg-Y,Y1.00,667,job1,False
Mg-Y,Y1.00,667,job2,False
Mg-Y,Y1.00,667,job3,False
Mg-Y,Y1.00,667,job6,False
Mg-Y,Y1.00,667,job8,False
Mg-Y,Y1.00,667,job7,False
Mg-Y,Y1.00,667,job5,False
Mg-Y,Y1.00,667,job9,False
Mg-Y,Y1.00,667,job4,False
Mg-Y,Y1.00,667,job10,False
Mg-Y,Y0.00,2000,job9,False
Mg-Y,Y0.00,2000,job4,False
Mg-Y,Y0.00,2000,job5,False
Mg-Y,Y0.00,2000,job6,False
Mg-Y,Y0.00,2000,job7,False
Mg-Y,Y0.00,2000,job8,False
Mg-Y,Y0.00,2000,job3,False
Mg-Y,Y0.00,2000,job2,False
Mg-Y,Y0.00,2000,job10,False
Mg-Y,Y0.00,2000,job1,False
Mg-Y,Y0.00,5000,job9,False
Mg-Y,Y0.00,5000,job4,False
Mg-Y,Y0.00,5000,job5,False
Mg-Y,Y0.00,5000,job6,False
Mg-Y,Y0.00,5000,job7,False
Mg-Y,Y0.00,5000,job8,False
Mg-Y,Y0.00,5000,job3,False
Mg-Y,Y0.00,5000,job2,False
Mg-Y,Y0.00,5000,job1,False
Mg-Y,Y0.00,5000,job10,False
Mg-Y,Y0.00,6667,job9,False
Mg-Y,Y0.00,6667,job4,False
Mg-Y,Y0.00,6667,job5,False
Mg-Y,Y0.00,6667,job6,False
Mg-Y,Y0.00,6667,job7,False
Mg-Y,Y0.00,6667,job8,False
Mg-Y,Y0.00,6667,job3,False
Mg-Y,Y0.00,6667,job2,False
Mg-Y,Y0.00,6667,job1,False
Mg-Y,Y0.00,6667,job10,False
Mg-Y,Y0.00,10000,job1,False
Mg-Y,Y0.00,10000,job2,False
Mg-Y,Y0.00,10000,job3,False
Mg-Y,Y0.00,10000,job6,False
Mg-Y,Y0.00,10000,job8,False
Mg-Y,Y0.00,10000,job7,False
Mg-Y,Y0.00,10000,job5,False
Mg-Y,Y0.00,10000,job9,False
Mg-Y,Y0.00,10000,job4,False
Mg-Y,Y0.00,10000,job10,False
Mg-Y,Y0.00,20000,job1,False
Mg-Y,Y0.00,20000,job2,False
Mg-Y,Y0.00,20000,job3,False
Mg-Y,Y0.00,20000,job6,False
Mg-Y,Y0.00,20000,job8,False
Mg-Y,Y0.00,20000,job7,False
Mg-Y,Y0.00,20000,job5,False
Mg-Y,Y0.00,20000,job9,False
Mg-Y,Y0.00,20000,job4,False
Mg-Y,Y0.00,20000,job10,False
Mg-Y,Y0.00,50000,job1,False
Mg-Y,Y0.00,50000,job2,False
Mg-Y,Y0.00,50000,job3,False
Mg-Y,Y0.00,50000,job6,False
Mg-Y,Y0.00,50000,job8,False
Mg-Y,Y0.00,50000,job7,False
Mg-Y,Y0.00,50000,job5,False
Mg-Y,Y0.00,50000,job9,True
Mg-Y,Y0.00,50000,job4,True
Mg-Y,Y0.00,50000,job10,True
Mg-Y,Y0.00,66667,job1,True
Mg-Y,Y0.00,66667,job2,True
Mg-Y,Y0.00,66667,job3,True
Mg-Y,Y0.00,66667,job6,True
Mg-Y,Y0.00,66667,job8,True
Mg-Y,Y0.00,66667,job7,True
Mg-Y,Y0.00,66667,job5,True
Mg-Y,Y0.00,66667,job9,True
Mg-Y,Y0.00,66667,job4,True
Mg-Y,Y0.00,66667,job10,False
Mg-Y,Y0.00,1000,job1,False
Mg-Y,Y0.00,1000,job2,False
Mg-Y,Y0.00,1000,job3,False
Mg-Y,Y0.00,1000,job6,False
Mg-Y,Y0.00,1000,job8,False
Mg-Y,Y0.00,1000,job7,False
Mg-Y,Y0.00,1000,job5,False
Mg-Y,Y0.00,1000,job9,False
Mg-Y,Y0.00,1000,job4,False
Mg-Y,Y0.00,1000,job10,False
Mg-Y,Y0.00,667,job1,False
Mg-Y,Y0.00,667,job2,False
Mg-Y,Y0.00,667,job3,False
Mg-Y,Y0.00,667,job6,False
Mg-Y,Y0.00,667,job8,False
Mg-Y,Y0.00,667,job7,False
Mg-Y,Y0.00,667,job5,False
Mg-Y,Y0.00,667,job9,False
Mg-Y,Y0.00,667,job4,False
Mg-Y,Y0.00,667,job10,False
Mg-Y,Y0.01,2000,job9,False
Mg-Y,Y0.01,2000,job4,False
Mg-Y,Y0.01,2000,job5,False
Mg-Y,Y0.01,2000,job6,False
Mg-Y,Y0.01,2000,job7,False
Mg-Y,Y0.01,2000,job8,False
Mg-Y,Y0.01,2000,job2,False
Mg-Y,Y0.01,2000,job3,False
Mg-Y,Y0.01,2000,job1,False
Mg-Y,Y0.01,2000,job10,False
Mg-Y,Y0.01,5000,job9,False
Mg-Y,Y0.01,5000,job4,False
Mg-Y,Y0.01,5000,job5,False
Mg-Y,Y0.01,5000,job6,False
Mg-Y,Y0.01,5000,job7,False
Mg-Y,Y0.01,5000,job8,False
Mg-Y,Y0.01,5000,job3,False
Mg-Y,Y0.01,5000,job2,False
Mg-Y,Y0.01,5000,job1,False
Mg-Y,Y0.01,5000,job10,False
Mg-Y,Y0.01,6667,job9,False
Mg-Y,Y0.01,6667,job4,False
Mg-Y,Y0.01,6667,job5,False
Mg-Y,Y0.01,6667,job6,False
Mg-Y,Y0.01,6667,job7,False
Mg-Y,Y0.01,6667,job8,False
Mg-Y,Y0.01,6667,job3,False
Mg-Y,Y0.01,6667,job2,False
Mg-Y,Y0.01,6667,job1,False
Mg-Y,Y0.01,6667,job10,False
Mg-Y,Y0.01,10000,job1,False
Mg-Y,Y0.01,10000,job2,False
Mg-Y,Y0.01,10000,job3,False
Mg-Y,Y0.01,10000,job6,False
Mg-Y,Y0.01,10000,job8,False
Mg-Y,Y0.01,10000,job7,False
Mg-Y,Y0.01,10000,job5,False
Mg-Y,Y0.01,10000,job9,False
Mg-Y,Y0.01,10000,job4,False
Mg-Y,Y0.01,10000,job10,False
Mg-Y,Y0.01,20000,job1,False
Mg-Y,Y0.01,20000,job2,False
Mg-Y,Y0.01,20000,job3,False
Mg-Y,Y0.01,20000,job6,False
Mg-Y,Y0.01,20000,job8,False
Mg-Y,Y0.01,20000,job7,False
Mg-Y,Y0.01,20000,job5,False
Mg-Y,Y0.01,20000,job9,False
Mg-Y,Y0.01,20000,job4,False
Mg-Y,Y0.01,20000,job10,False
Mg-Y,Y0.01,50000,job1,False
Mg-Y,Y0.01,50000,job2,False
Mg-Y,Y0.01,50000,job3,False
Mg-Y,Y0.01,50000,job6,False
Mg-Y,Y0.01,50000,job8,False
Mg-Y,Y0.01,50000,job7,False
Mg-Y,Y0.01,50000,job5,False
Mg-Y,Y0.01,50000,job9,False
Mg-Y,Y0.01,50000,job4,False
Mg-Y,Y0.01,50000,job10,False
Mg-Y,Y0.01,66667,job1,False
Mg-Y,Y0.01,66667,job2,False
Mg-Y,Y0.01,66667,job3,False
Mg-Y,Y0.01,66667,job6,False
Mg-Y,Y0.01,66667,job8,False
Mg-Y,Y0.01,66667,job7,False
Mg-Y,Y0.01,66667,job5,False
Mg-Y,Y0.01,66667,job9,False
Mg-Y,Y0.01,66667,job4,False
Mg-Y,Y0.01,66667,job10,False
Mg-Y,Y0.01,100000,job1,False
Mg-Y,Y0.01,100000,job10,True
Mg-Y,Y0.01,100000,job2,True
Mg-Y,Y0.01,100000,job3,False
Mg-Y,Y0.01,100000,job4,False
Mg-Y,Y0.01,100000,job5,False
Mg-Y,Y0.01,100000,job6,False
Mg-Y,Y0.01,100000,job7,False
Mg-Y,Y0.01,100000,job8,False
Mg-Y,Y0.01,100000,job9,False
Mg-Y,Y0.01,1000,job1,False
Mg-Y,Y0.01,1000,job2,False
Mg-Y,Y0.01,1000,job3,False
Mg-Y,Y0.01,1000,job6,False
Mg-Y,Y0.01,1000,job8,False
Mg-Y,Y0.01,1000,job7,False
Mg-Y,Y0.01,1000,job5,False
Mg-Y,Y0.01,1000,job9,False
Mg-Y,Y0.01,1000,job4,False
Mg-Y,Y0.01,1000,job10,False
Mg-Y,Y0.01,667,job1,False
Mg-Y,Y0.01,667,job2,False
Mg-Y,Y0.01,667,job3,False
Mg-Y,Y0.01,667,job6,False
Mg-Y,Y0.01,667,job8,False
Mg-Y,Y0.01,667,job7,False
Mg-Y,Y0.01,667,job5,False
Mg-Y,Y0.01,667,job9,False
Mg-Y,Y0.01,667,job4,False
Mg-Y,Y0.01,667,job10,False
Mg-Y,Y0.01,200000,job2,True
Mg-Y,Y0.01,200000,job8,True
Mg-Y,Y0.01,200000,job1,True
Mg-Y,Y0.01,200000,job4,True
Mg-Y,Y0.01,200000,job10,True
Mg-Y,Y0.01,200000,job9,True
Mg-Y,Y0.01,200000,job7,True
Mg-Y,Y0.01,200000,job6,True
Mg-Y,Y0.01,200000,job5,True
Mg-Y,Y0.01,200000,job3,True
Al-Ag,Ag0.00,6667,job4,False
Al-Ag,Ag0.00,6667,job5,False
Al-Ag,Ag0.00,6667,job6,False
Al-Ag,Ag0.00,6667,job7,False
Al-Ag,Ag0.00,6667,job8,False
Al-Ag,Ag0.00,6667,job3,False
Al-Ag,Ag0.00,6667,job2,False
Al-Ag,Ag0.00,6667,job9,False
Al-Ag,Ag0.00,6667,job1,False
Al-Ag,Ag0.00,6667,job10,False
Al-Ag,Ag0.00,5000,job9,False
Al-Ag,Ag0.00,5000,job4,False
Al-Ag,Ag0.00,5000,job5,False
Al-Ag,Ag0.00,5000,job6,False
Al-Ag,Ag0.00,5000,job7,False
Al-Ag,Ag0.00,5000,job8,False
Al-Ag,Ag0.00,5000,job3,False
Al-Ag,Ag0.00,5000,job2,False
Al-Ag,Ag0.00,5000,job1,False
Al-Ag,Ag0.00,5000,job10,False
Al-Ag,Ag0.00,2000,job9,False
Al-Ag,Ag0.00,2000,job4,False
Al-Ag,Ag0.00,2000,job5,False
Al-Ag,Ag0.00,2000,job6,False
Al-Ag,Ag0.00,2000,job7,False
Al-Ag,Ag0.00,2000,job8,False
Al-Ag,Ag0.00,2000,job2,False
Al-Ag,Ag0.00,2000,job3,False
Al-Ag,Ag0.00,2000,job1,False
Al-Ag,Ag0.00,2000,job10,False
Al-Ag,Ag0.00,10000,job1,True
Al-Ag,Ag0.00,10000,job2,False
Al-Ag,Ag0.00,10000,job3,False
Al-Ag,Ag0.00,10000,job6,False
Al-Ag,Ag0.00,10000,job8,False
Al-Ag,Ag0.00,10000,job7,True
Al-Ag,Ag0.00,10000,job5,True
Al-Ag,Ag0.00,10000,job9,True
Al-Ag,Ag0.00,10000,job4,False
Al-Ag,Ag0.00,10000,job10,False
Al-Ag,Ag0.00,20000,job1,True
Al-Ag,Ag0.00,20000,job2,True
Al-Ag,Ag0.00,20000,job3,True
Al-Ag,Ag0.00,20000,job6,True
Al-Ag,Ag0.00,20000,job8,True
Al-Ag,Ag0.00,20000,job7,True
Al-Ag,Ag0.00,20000,job5,True
Al-Ag,Ag0.00,20000,job9,True
Al-Ag,Ag0.00,20000,job4,True
Al-Ag,Ag0.00,20000,job10,True
Al-Ag,Ag0.00,1000,job1,False
Al-Ag,Ag0.00,1000,job2,False
Al-Ag,Ag0.00,1000,job3,False
Al-Ag,Ag0.00,1000,job6,False
Al-Ag,Ag0.00,1000,job8,False
Al-Ag,Ag0.00,1000,job7,False
Al-Ag,Ag0.00,1000,job5,False
Al-Ag,Ag0.00,1000,job9,False
Al-Ag,Ag0.00,1000,job4,False
Al-Ag,Ag0.00,1000,job10,False
Al-Ag,Ag0.00,667,job1,False
Al-Ag,Ag0.00,667,job2,False
Al-Ag,Ag0.00,667,job3,False
Al-Ag,Ag0.00,667,job6,False
Al-Ag,Ag0.00,667,job8,False
Al-Ag,Ag0.00,667,job7,False
Al-Ag,Ag0.00,667,job5,False
Al-Ag,Ag0.00,667,job9,False
Al-Ag,Ag0.00,667,job4,False
Al-Ag,Ag0.00,667,job10,False
Al-Ag,Ag0.01,6667,job8,False
Al-Ag,Ag0.01,6667,job9,False
Al-Ag,Ag0.01,6667,job7,False
Al-Ag,Ag0.01,6667,job6,False
Al-Ag,Ag0.01,6667,job5,False
Al-Ag,Ag0.01,6667,job4,False
Al-Ag,Ag0.01,6667,job1,False
Al-Ag,Ag0.01,6667,job10,False
Al-Ag,Ag0.01,6667,job3,False
Al-Ag,Ag0.01,6667,job2,False
Al-Ag,Ag0.01,2000,job7,False
Al-Ag,Ag0.01,2000,job8,False
Al-Ag,Ag0.01,2000,job9,False
Al-Ag,Ag0.01,2000,job6,False
Al-Ag,Ag0.01,2000,job5,False
Al-Ag,Ag0.01,2000,job3,False
Al-Ag,Ag0.01,2000,job4,False
Al-Ag,Ag0.01,2000,job2,False
Al-Ag,Ag0.01,2000,job1,False
Al-Ag,Ag0.01,2000,job10,False
Al-Ag,Ag0.01,5000,job7,False
Al-Ag,Ag0.01,5000,job8,False
Al-Ag,Ag0.01,5000,job9,False
Al-Ag,Ag0.01,5000,job5,False
Al-Ag,Ag0.01,5000,job6,False
Al-Ag,Ag0.01,5000,job3,False
Al-Ag,Ag0.01,5000,job4,False
Al-Ag,Ag0.01,5000,job2,False
Al-Ag,Ag0.01,5000,job1,False
Al-Ag,Ag0.01,5000,job10,False
Al-Ag,Ag0.01,10000,job1,False
Al-Ag,Ag0.01,10000,job2,False
Al-Ag,Ag0.01,10000,job3,False
Al-Ag,Ag0.01,10000,job6,True
Al-Ag,Ag0.01,10000,job8,False
Al-Ag,Ag0.01,10000,job7,True
Al-Ag,Ag0.01,10000,job5,False
Al-Ag,Ag0.01,10000,job9,False
Al-Ag,Ag0.01,10000,job4,False
