System,Composition [decimal],Steps [-],Job,Crystallization
Cu-Al,Al0.98,2000,job4,False
Cu-Al,Al0.98,2000,job5,False
Cu-Al,Al0.98,2000,job6,False
Cu-Al,Al0.98,2000,job10,False
Cu-Al,Al0.98,2000,job1,False
Cu-Al,Al0.98,5000,job6,False
Cu-Al,Al0.98,5000,job7,False
Cu-Al,Al0.98,5000,job8,False
Cu-Al,Al0.98,5000,job9,False
Cu-Al,Al0.98,5000,job5,False
Cu-Al,Al0.98,5000,job4,False
Cu-Al,Al0.98,5000,job2,False
Cu-Al,Al0.98,5000,job3,False
Cu-Al,Al0.98,5000,job10,False
Cu-Al,Al0.98,5000,job1,False
Cu-Al,Al0.98,6667,job8,False
Cu-Al,Al0.98,6667,job9,False
Cu-Al,Al0.98,6667,job7,False
Cu-Al,Al0.98,6667,job6,False
Cu-Al,Al0.98,6667,job5,False
Cu-Al,Al0.98,6667,job4,False
Cu-Al,Al0.98,6667,job1,False
Cu-Al,Al0.98,6667,job2,False
Cu-Al,Al0.98,6667,job3,False
Cu-Al,Al0.98,6667,job10,False
Cu-Al,Al0.98,10000,job1,False
Cu-Al,Al0.98,10000,job2,False
Cu-Al,Al0.98,10000,job3,False
Cu-Al,Al0.98,10000,job6,False
Cu-Al,Al0.98,10000,job8,False
Cu-Al,Al0.98,10000,job7,False
Cu-Al,Al0.98,10000,job5,False
Cu-Al,Al0.98,10000,job9,False
Cu-Al,Al0.98,10000,job4,False
Cu-Al,Al0.98,10000,job10,False
Cu-Al,Al0.98,20000,job1,False
Cu-Al,Al0.98,20000,job2,False
Cu-Al,Al0.98,20000,job3,False
Cu-Al,Al0.98,20000,job6,False
Cu-Al,Al0.98,20000,job8,False
Cu-Al,Al0.98,20000,job7,False
Cu-Al,Al0.98,20000,job5,False
Cu-Al,Al0.98,20000,job9,False
Cu-Al,Al0.98,20000,job4,False
Cu-Al,Al0.98,20000,job10,False
Cu-Al,Al0.98,50000,job1,False
Cu-Al,Al0.98,50000,job2,False
Cu-Al,Al0.98,50000,job3,False
Cu-Al,Al0.98,50000,job6,False
Cu-Al,Al0.98,50000,job8,False
Cu-Al,Al0.98,50000,job7,False
Cu-Al,Al0.98,50000,job5,False
Cu-Al,Al0.98,50000,job9,False
Cu-Al,Al0.98,50000,job4,False
Cu-Al,Al0.98,50000,job10,False
Cu-Al,Al0.98,66667,job1,False
Cu-Al,Al0.98,66667,job2,False
Cu-Al,Al0.98,66667,job3,False
Cu-Al,Al0.98,66667,job6,False
Cu-Al,Al0.98,66667,job8,False
Cu-Al,Al0.98,66667,job7,False
Cu-Al,Al0.98,66667,job5,False
Cu-Al,Al0.98,66667,job4,False
Cu-Al,Al0.98,66667,job10,False
Cu-Al,Al0.98,100000,job1,False
Cu-Al,Al0.98,100000,job10,False
Cu-Al,Al0.98,100000,job2,False
Cu-Al,Al0.98,100000,job3,False
Cu-Al,Al0.98,100000,job4,False
Cu-Al,Al0.98,100000,job5,True
Cu-Al,Al0.98,100000,job6,False
Cu-Al,Al0.98,100000,job7,False
Cu-Al,Al0.98,100000,job8,False
Cu-Al,Al0.98,100000,job9,False
Cu-Al,Al0.98,1000,job1,False
Cu-Al,Al0.98,1000,job2,False
Cu-Al,Al0.98,1000,job3,False
Cu-Al,Al0.98,1000,job6,False
Cu-Al,Al0.98,1000,job8,False
Cu-Al,Al0.98,1000,job7,False
Cu-Al,Al0.98,1000,job5,False
Cu-Al,Al0.98,1000,job9,False
Cu-Al,Al0.98,1000,job4,False
Cu-Al,Al0.98,1000,job10,False
Cu-Al,Al0.98,667,job1,False
Cu-Al,Al0.98,667,job2,False
Cu-Al,Al0.98,667,job3,False
Cu-Al,Al0.98,667,job6,False
Cu-Al,Al0.98,667,job8,False
Cu-Al,Al0.98,667,job7,False
Cu-Al,Al0.98,667,job5,False
Cu-Al,Al0.98,667,job9,False
Cu-Al,Al0.98,667,job4,False
Cu-Al,Al0.98,667,job10,False
Cu-Al,Al0.98,200000,job1,False
Cu-Al,Al0.98,200000,job3,False
Cu-Al,Al0.98,200000,job6,False
Cu-Al,Al0.98,200000,job8,False
Cu-Al,Al0.98,200000,job10,False
Cu-Al,Al0.98,200000,job7,False
Cu-Al,Al0.98,200000,job4,False
Cu-Al,Al0.98,200000,job9,False
Cu-Al,Al0.98,200000,job2,True
Cu-Al,Al0.98,200000,job5,True
Cu-Al,Al0.02,2000,job9,False
Cu-Al,Al0.02,2000,job8,False
Cu-Al,Al0.02,2000,job7,False
Cu-Al,Al0.02,2000,job1,False
Cu-Al,Al0.02,2000,job10,False
Cu-Al,Al0.02,2000,job2,False
Cu-Al,Al0.02,2000,job3,False
Cu-Al,Al0.02,2000,job5,False
Cu-Al,Al0.02,2000,job6,False
Cu-Al,Al0.02,2000,job4,False
Cu-Al,Al0.02,5000,job8,False
Cu-Al,Al0.02,5000,job9,False
Cu-Al,Al0.02,5000,job7,False
Cu-Al,Al0.02,5000,job2,True
Cu-Al,Al0.02,5000,job3,False
Cu-Al,Al0.02,5000,job4,False
Cu-Al,Al0.02,5000,job5,False
Cu-Al,Al0.02,5000,job6,True
Cu-Al,Al0.02,5000,job10,False
Cu-Al,Al0.02,5000,job1,False
Cu-Al,Al0.02,6667,job8,False
Cu-Al,Al0.02,6667,job9,False
Cu-Al,Al0.02,6667,job7,False
Cu-Al,Al0.02,6667,job10,False
Cu-Al,Al0.02,6667,job2,False
Cu-Al,Al0.02,6667,job4,False
Cu-Al,Al0.02,6667,job5,False
Cu-Al,Al0.02,6667,job6,False
Cu-Al,Al0.02,6667,job1,False
Cu-Al,Al0.02,6667,job3,False
Cu-Al,Al0.02,10000,job1,False
Cu-Al,Al0.02,10000,job2,False
Cu-Al,Al0.02,10000,job3,True
Cu-Al,Al0.02,10000,job8,False
Cu-Al,Al0.02,10000,job7,False
Cu-Al,Al0.02,10000,job5,False
Cu-Al,Al0.02,10000,job9,True
Cu-Al,Al0.02,10000,job4,False
Cu-Al,Al0.02,10000,job10,True
Cu-Al,Al0.02,1000,job1,False
Cu-Al,Al0.02,1000,job2,False
Cu-Al,Al0.02,1000,job3,False
Cu-Al,Al0.02,1000,job6,False
Cu-Al,Al0.02,1000,job8,False
Cu-Al,Al0.02,1000,job7,False
Cu-Al,Al0.02,1000,job5,False
Cu-Al,Al0.02,1000,job9,False
Cu-Al,Al0.02,1000,job4,False
Cu-Al,Al0.02,1000,job10,False
Cu-Al,Al0.02,667,job1,False
Cu-Al,Al0.02,667,job2,False
Cu-Al,Al0.02,667,job3,False
Cu-Al,Al0.02,667,job6,False
Cu-Al,Al0.02,667,job8,False
Cu-Al,Al0.02,667,job7,False
Cu-Al,Al0.02,667,job5,False
Cu-Al,Al0.02,667,job9,False
Cu-Al,Al0.02,667,job4,False
Cu-Al,Al0.02,667,job10,False
Cu-Al,Al0.01,6667,job9,False
Cu-Al,Al0.01,6667,job8,False
Cu-Al,Al0.01,6667,job7,False
Cu-Al,Al0.01,6667,job5,False
Cu-Al,Al0.01,6667,job6,False
Cu-Al,Al0.01,6667,job4,False
Cu-Al,Al0.01,6667,job1,False
Cu-Al,Al0.01,6667,job10,False
Cu-Al,Al0.01,6667,job2,False
Cu-Al,Al0.01,6667,job3,False
Cu-Al,Al0.01,5000,job9,False
Cu-Al,Al0.01,5000,job8,False
Cu-Al,Al0.01,5000,job7,False
Cu-Al,Al0.01,5000,job5,False
Cu-Al,Al0.01,5000,job6,False
Cu-Al,Al0.01,5000,job4,False
Cu-Al,Al0.01,5000,job1,False
Cu-Al,Al0.01,5000,job10,False
Cu-Al,Al0.01,5000,job2,False
Cu-Al,Al0.01,5000,job3,False
Cu-Al,Al0.01,2000,job9,False
Cu-Al,Al0.01,2000,job8,False
Cu-Al,Al0.01,2000,job7,False
Cu-Al,Al0.01,2000,job5,False
Cu-Al,Al0.01,2000,job6,False
Cu-Al,Al0.01,2000,job4,False
Cu-Al,Al0.01,2000,job1,False
Cu-Al,Al0.01,2000,job10,False
Cu-Al,Al0.01,2000,job2,False
Cu-Al,Al0.01,2000,job3,False
Cu-Al,Al0.01,10000,job1,False
Cu-Al,Al0.01,10000,job2,False
Cu-Al,Al0.01,10000,job3,False
Cu-Al,Al0.01,10000,job6,False
Cu-Al,Al0.01,10000,job8,True
Cu-Al,Al0.01,10000,job7,False
Cu-Al,Al0.01,10000,job5,False
Cu-Al,Al0.01,10000,job9,False
Cu-Al,Al0.01,10000,job4,False
Cu-Al,Al0.01,10000,job10,False
Cu-Al,Al0.01,1000,job1,False
Cu-Al,Al0.01,1000,job2,False
Cu-Al,Al0.01,1000,job3,False
Cu-Al,Al0.01,1000,job6,False
Cu-Al,Al0.01,1000,job8,False
Cu-Al,Al0.01,1000,job7,False
Cu-Al,Al0.01,1000,job5,False
Cu-Al,Al0.01,1000,job9,False
Cu-Al,Al0.01,1000,job4,False
Cu-Al,Al0.01,1000,job10,False
Cu-Al,Al0.01,667,job1,False
Cu-Al,Al0.01,667,job2,False
Cu-Al,Al0.01,667,job3,False
Cu-Al,Al0.01,667,job6,False
Cu-Al,Al0.01,667,job8,False
Cu-Al,Al0.01,667,job7,False
Cu-Al,Al0.01,667,job5,False
Cu-Al,Al0.01,667,job9,False
Cu-Al,Al0.01,667,job4,False
Cu-Al,Al0.01,667,job10,False
Cu-Al,Al0.00,667,job1,False
Cu-Al,Al0.00,667,job2,False
Cu-Al,Al0.00,667,job3,False
Cu-Al,Al0.00,667,job6,False
Cu-Al,Al0.00,667,job8,False
Cu-Al,Al0.00,667,job7,False
Cu-Al,Al0.00,667,job5,False
Cu-Al,Al0.00,667,job9,False
Cu-Al,Al0.00,667,job4,False
Cu-Al,Al0.00,667,job10,False
Al-Sm,Sm0.00,1000,job1,False
Al-Sm,Sm0.00,1000,job2,False
Al-Sm,Sm0.00,1000,job3,False
Al-Sm,Sm0.00,1000,job6,False
Al-Sm,Sm0.00,1000,job8,False
Al-Sm,Sm0.00,1000,job7,False
Al-Sm,Sm0.00,1000,job5,False
Al-Sm,Sm0.00,1000,job9,False
Al-Sm,Sm0.00,1000,job4,False
Al-Sm,Sm0.00,1000,job10,False
Al-Sm,Sm0.00,667,job1,False
Al-Sm,Sm0.00,667,job2,False
Al-Sm,Sm0.00,667,job3,False
Al-Sm,Sm0.00,667,job6,False
Al-Sm,Sm0.00,667,job8,False
Al-Sm,Sm0.00,667,job7,False
Al-Sm,Sm0.00,667,job5,False
Al-Sm,Sm0.00,667,job9,False
Al-Sm,Sm0.00,667,job4,False
Al-Sm,Sm0.00,667,job10,False
Al-Sm,Sm0.00,100000,job1,True
Al-Sm,Sm0.00,100000,job10,True
Al-Sm,Sm0.00,100000,job2,True
Al-Sm,Sm0.00,100000,job3,True
Al-Sm,Sm0.00,100000,job4,True
Al-Sm,Sm0.00,100000,job5,False
Al-Sm,Sm0.00,100000,job6,True
Al-Sm,Sm0.00,100000,job7,True
Al-Sm,Sm0.00,100000,job8,True
Al-Sm,Sm0.00,100000,job9,True
Al-Sm,Sm0.00,50000,job1,False
Al-Sm,Sm0.00,50000,job10,False
Al-Sm,Sm0.00,50000,job2,False
Al-Sm,Sm0.00,50000,job3,True
Al-Sm,Sm0.00,50000,job4,True
Al-Sm,Sm0.00,50000,job5,True
Al-Sm,Sm0.00,50000,job6,False
Al-Sm,Sm0.00,50000,job7,False
Al-Sm,Sm0.00,50000,job8,False
Al-Sm,Sm0.00,50000,job9,True
Al-Sm,Sm0.00,66667,job1,True
Al-Sm,Sm0.00,66667,job10,True
Al-Sm,Sm0.00,66667,job2,True
Al-Sm,Sm0.00,66667,job3,True
Al-Sm,Sm0.00,66667,job4,False
Al-Sm,Sm0.00,66667,job5,True
Al-Sm,Sm0.00,66667,job6,False
Al-Sm,Sm0.00,66667,job7,True
Al-Sm,Sm0.00,66667,job8,True
Al-Sm,Sm0.00,66667,job9,True
Al-Sm,Sm0.01,1000,job1,False
Al-Sm,Sm0.01,1000,job2,False
Al-Sm,Sm0.01,1000,job3,False
Al-Sm,Sm0.01,1000,job6,False
Al-Sm,Sm0.01,1000,job8,False
Al-Sm,Sm0.01,1000,job7,False
Al-Sm,Sm0.01,1000,job5,False
Al-Sm,Sm0.01,1000,job9,False
Al-Sm,Sm0.01,1000,job4,False
Al-Sm,Sm0.01,1000,job10,False
Al-Sm,Sm0.01,667,job1,False
Al-Sm,Sm0.01,667,job2,False
Al-Sm,Sm0.01,667,job3,False
Al-Sm,Sm0.01,667,job6,False
Al-Sm,Sm0.01,667,job8,False
Al-Sm,Sm0.01,667,job7,False
Al-Sm,Sm0.01,667,job5,False
Al-Sm,Sm0.01,667,job9,False
Al-Sm,Sm0.01,667,job4,False
Al-Sm,Sm0.01,667,job10,False
Al-Sm,Sm0.01,100000,job1,False
Al-Sm,Sm0.01,100000,job10,False
Al-Sm,Sm0.01,100000,job2,False
Al-Sm,Sm0.01,100000,job3,False
Al-Sm,Sm0.01,100000,job4,False
Al-Sm,Sm0.01,100000,job5,False
Al-Sm,Sm0.01,100000,job6,False
Al-Sm,Sm0.01,100000,job7,False
Al-Sm,Sm0.01,100000,job8,False
Al-Sm,Sm0.01,100000,job9,False
Al-Sm,Sm0.01,200000,job1,False
Al-Sm,Sm0.01,200000,job10,False
Al-Sm,Sm0.01,200000,job2,False
Al-Sm,Sm0.01,200000,job3,False
Al-Sm,Sm0.01,200000,job4,False
Al-Sm,Sm0.01,200000,job5,False
Al-Sm,Sm0.01,200000,job6,True
Al-Sm,Sm0.01,200000,job7,False
Al-Sm,Sm0.01,200000,job8,False
Al-Sm,Sm0.01,200000,job9,False
Al-Sm,Sm0.01,50000,job1,False
Al-Sm,Sm0.01,50000,job10,False
Al-Sm,Sm0.01,50000,job2,False
Al-Sm,Sm0.01,50000,job3,False
Al-Sm,Sm0.01,50000,job4,False
Al-Sm,Sm0.01,50000,job5,False
Al-Sm,Sm0.01,50000,job6,False
Al-Sm,Sm0.01,50000,job7,False
Al-Sm,Sm0.01,50000,job8,False
Al-Sm,Sm0.01,50000,job9,False
Al-Sm,Sm0.01,66667,job1,False
Al-Sm,Sm0.01,66667,job10,False
Al-Sm,Sm0.01,66667,job2,False
Al-Sm,Sm0.01,66667,job3,False
Al-Sm,Sm0.01,66667,job4,False
Al-Sm,Sm0.01,66667,job5,False
Al-Sm,Sm0.01,66667,job6,False
Al-Sm,Sm0.01,66667,job7,False
Al-Sm,Sm0.01,66667,job8,False
Al-Sm,Sm0.01,66667,job9,False
Al-Sm,Sm0.02,1000,job1,False
Al-Sm,Sm0.02,1000,job2,False
Al-Sm,Sm0.02,1000,job3,False
Al-Sm,Sm0.02,1000,job6,False
Al-Sm,Sm0.02,1000,job8,False
Al-Sm,Sm0.02,1000,job7,False
Al-Sm,Sm0.02,1000,job5,False
Al-Sm,Sm0.02,1000,job9,False
Al-Sm,Sm0.02,1000,job4,False
Al-Sm,Sm0.02,1000,job10,False
Al-Sm,Sm0.02,667,job1,False
Al-Sm,Sm0.02,667,job2,False
Al-Sm,Sm0.02,667,job3,False
Al-Sm,Sm0.02,667,job6,False
Al-Sm,Sm0.02,667,job8,False
Al-Sm,Sm0.02,667,job7,False
Al-Sm,Sm0.02,667,job5,False
Al-Sm,Sm0.02,667,job9,False
Al-Sm,Sm0.02,667,job4,False
Al-Sm,Sm0.02,667,job10,False
Al-Sm,Sm0.02,100000,job1,False
Al-Sm,Sm0.02,100000,job10,False
Al-Sm,Sm0.02,100000,job2,False
Al-Sm,Sm0.02,100000,job3,False
Al-Sm,Sm0.02,100000,job4,False
Al-Sm,Sm0.02,100000,job5,False
Al-Sm,Sm0.02,100000,job6,False
Al-Sm,Sm0.02,100000,job7,False
Al-Sm,Sm0.02,100000,job8,False
Al-Sm,Sm0.02,100000,job9,False
Al-Sm,Sm0.02,200000,job1,False
Al-Sm,Sm0.02,200000,job10,False
Al-Sm,Sm0.02,200000,job2,False
Al-Sm,Sm0.02,200000,job3,False
Al-Sm,Sm0.02,200000,job4,False
Al-Sm,Sm0.02,200000,job5,False
Al-Sm,Sm0.02,200000,job6,False
Al-Sm,Sm0.02,200000,job7,False
Al-Sm,Sm0.02,200000,job8,False
Al-Sm,Sm0.02,200000,job9,False
Al-Sm,Sm0.02,50000,job1,False
Al-Sm,Sm0.02,50000,job10,False
Al-Sm,Sm0.02,50000,job2,False
Al-Sm,Sm0.02,50000,job3,False
Al-Sm,Sm0.02,50000,job4,False
Al-Sm,Sm0.02,50000,job5,False
Al-Sm,Sm0.02,50000,job6,False
Al-Sm,Sm0.02,50000,job7,False
Al-Sm,Sm0.02,50000,job8,False
Al-Sm,Sm0.02,50000,job9,False
Al-Sm,Sm0.02,66667,job1,False
Al-Sm,Sm0.02,66667,job10,False
Al-Sm,Sm0.02,66667,job2,False
Al-Sm,Sm0.02,66667,job3,False
Al-Sm,Sm0.02,66667,job4,False
Al-Sm,Sm0.02,66667,job5,False
Al-Sm,Sm0.02,66667,job6,False
Al-Sm,Sm0.02,66667,job7,False
Al-Sm,Sm0.02,66667,job8,False
Al-Sm,Sm0.02,66667,job9,False
Al-Sm,Sm0.98,1000,job1,True
Al-Sm,Sm0.98,1000,job2,True
Al-Sm,Sm0.98,1000,job3,True
Al-Sm,Sm0.98,1000,job6,True
Al-Sm,Sm0.98,1000,job8,True
Al-Sm,Sm0.98,1000,job7,False
Al-Sm,Sm0.98,1000,job5,False
Al-Sm,Sm0.98,1000,job9,True
Al-Sm,Sm0.98,1000,job4,True
Al-Sm,Sm0.98,1000,job10,True
Al-Sm,Sm0.98,667,job1,True
Al-Sm,Sm0.98,667,job2,True
Al-Sm,Sm0.98,667,job3,True
Al-Sm,Sm0.98,667,job6,True
Al-Sm,Sm0.98,667,job8,True
Al-Sm,Sm0.98,667,job7,True
Al-Sm,Sm0.98,667,job5,False
Al-Sm,Sm0.98,667,job9,True
Al-Sm,Sm0.98,667,job4,True
Al-Sm,Sm0.98,667,job10,True
Al-Sm,Sm0.99,1000,job1,True
Al-Sm,Sm0.99,1000,job2,True
Al-Sm,Sm0.99,1000,job3,True
Al-Sm,Sm0.99,1000,job6,True
Al-Sm,Sm0.99,1000,job8,True
Al-Sm,Sm0.99,1000,job7,True
Al-Sm,Sm0.99,1000,job5,True
Al-Sm,Sm0.99,1000,job9,True
Al-Sm,Sm0.99,1000,job4,True
Al-Sm,Sm0.99,1000,job10,True
Al-Sm,Sm0.99,667,job1,True
Al-Sm,Sm0.99,667,job2,True
Al-Sm,Sm0.99,667,job3,True
Al-Sm,Sm0.99,667,job6,True
Al-Sm,Sm0.99,667,job8,True
Al-Sm,Sm0.99,667,job7,True
Al-Sm,Sm0.99,667,job5,True
Al-Sm,Sm0.99,667,job9,True
Al-Sm,Sm0.99,667,job4,True
Al-Sm,Sm0.99,667,job10,True
Al-Sm,Sm1.00,1000,job1,True
Al-Sm,Sm1.00,1000,job2,True
Al-Sm,Sm1.00,1000,job3,True
Al-Sm,Sm1.00,1000,job6,True
Al-Sm,Sm1.00,1000,job8,True
Al-Sm,Sm1.00,1000,job7,True
Al-Sm,Sm1.00,1000,job5,True
Al-Sm,Sm1.00,1000,job9,True
Al-Sm,Sm1.00,1000,job4,True
Al-Sm,Sm1.00,1000,job10,True
Al-Sm,Sm1.00,667,job1,True
Al-Sm,Sm1.00,667,job2,True
Al-Sm,Sm1.00,667,job3,True
Al-Sm,Sm1.00,667,job6,True
Al-Sm,Sm1.00,667,job8,True
Al-Sm,Sm1.00,667,job7,True
Al-Sm,Sm1.00,667,job5,True
Al-Sm,Sm1.00,667,job9,True
Al-Sm,Sm1.00,667,job4,True
Al-Sm,Sm1.00,667,job10,True
Al-Ag,Ag0.06,667,job1,False
Al-Ag,Ag0.06,667,job2,False
Al-Ag,Ag0.06,667,job3,False
Al-Ag,Ag0.06,667,job6,False
Al-Ag,Ag0.06,667,job8,False
Al-Ag,Ag0.06,667,job7,False
Al-Ag,Ag0.06,667,job5,False
Al-Ag,Ag0.06,667,job9,False
Al-Ag,Ag0.06,667,job4,False
Al-Ag,Ag0.06,667,job10,False
Al-Ag,Ag0.06,1000,job1,False
Al-Ag,Ag0.06,1000,job2,False
Al-Ag,Ag0.06,1000,job3,False
Al-Ag,Ag0.06,1000,job6,False
Al-Ag,Ag0.06,1000,job8,False
Al-Ag,Ag0.06,1000,job7,False
Al-Ag,Ag0.06,1000,job5,False
Al-Ag,Ag0.06,1000,job9,False
Al-Ag,Ag0.06,1000,job4,False
Al-Ag,Ag0.06,1000,job10,False
Al-Ag,Ag0.06,5000,job1,False
Al-Ag,Ag0.06,5000,job2,False
Al-Ag,Ag0.06,5000,job3,False
Al-Ag,Ag0.06,5000,job6,False
Al-Ag,Ag0.06,5000,job8,False
Al-Ag,Ag0.06,5000,job7,False
Al-Ag,Ag0.06,5000,job5,False
Al-Ag,Ag0.06,5000,job9,False
Al-Ag,Ag0.06,5000,job4,False
Al-Ag,Ag0.06,5000,job10,False
Al-Ag,Ag0.06,2000,job1,False
Al-Ag,Ag0.06,2000,job2,False
Al-Ag,Ag0.06,2000,job3,False
Al-Ag,Ag0.06,2000,job6,False
Al-Ag,Ag0.06,2000,job8,False
Al-Ag,Ag0.06,2000,job7,False
Al-Ag,Ag0.06,2000,job5,False
Al-Ag,Ag0.06,2000,job9,False
Al-Ag,Ag0.06,2000,job4,False
Al-Ag,Ag0.06,2000,job10,False
Al-Ag,Ag0.06,6667,job1,False
Al-Ag,Ag0.06,6667,job2,False
Al-Ag,Ag0.06,6667,job3,False
Al-Ag,Ag0.06,6667,job6,False
Al-Ag,Ag0.06,6667,job8,False
Al-Ag,Ag0.06,6667,job7,False
Al-Ag,Ag0.06,6667,job5,False
Al-Ag,Ag0.06,6667,job9,False
Al-Ag,Ag0.06,6667,job4,False
Al-Ag,Ag0.06,6667,job10,False
Al-Ag,Ag0.06,10000,job1,False
Al-Ag,Ag0.06,10000,job2,False
Al-Ag,Ag0.06,10000,job3,False
Al-Ag,Ag0.06,10000,job6,False
Al-Ag,Ag0.06,10000,job8,False
Al-Ag,Ag0.06,10000,job7,False
Al-Ag,Ag0.06,10000,job5,False
Al-Ag,Ag0.06,10000,job9,False
Al-Ag,Ag0.06,10000,job4,False
Al-Ag,Ag0.06,10000,job10,False
Al-Ag,Ag0.06,20000,job1,True
Al-Ag,Ag0.06,20000,job2,True
Al-Ag,Ag0.06,20000,job3,True
Al-Ag,Ag0.06,20000,job6,True
Al-Ag,Ag0.06,20000,job8,True
Al-Ag,Ag0.06,20000,job7,True
Al-Ag,Ag0.06,20000,job5,True
Al-Ag,Ag0.06,20000,job9,True
Al-Ag,Ag0.06,20000,job4,True
Al-Ag,Ag0.06,20000,job10,True
Al-Ag,Ag0.10,667,job1,False
Al-Ag,Ag0.10,667,job2,False
Al-Ag,Ag0.10,667,job3,False
Al-Ag,Ag0.10,667,job6,False
Al-Ag,Ag0.10,667,job8,False
Al-Ag,Ag0.10,667,job7,False
Al-Ag,Ag0.10,667,job5,False
Al-Ag,Ag0.10,667,job9,False
Al-Ag,Ag0.10,667,job4,False
Al-Ag,Ag0.10,667,job10,False
Al-Ag,Ag0.10,1000,job1,False
Al-Ag,Ag0.10,1000,job2,False
Al-Ag,Ag0.10,1000,job3,False
Al-Ag,Ag0.10,1000,job6,False
Al-Ag,Ag0.10,1000,job8,False
Al-Ag,Ag0.10,1000,job7,False
Al-Ag,Ag0.10,1000,job5,False
Al-Ag,Ag0.10,1000,job9,False
Al-Ag,Ag0.10,1000,job4,False
Al-Ag,Ag0.10,1000,job10,False
Al-Ag,Ag0.10,5000,job1,False
Al-Ag,Ag0.10,5000,job2,False
Al-Ag,Ag0.10,5000,job3,False
Al-Ag,Ag0.10,5000,job6,False
Al-Ag,Ag0.10,5000,job8,False
Al-Ag,Ag0.10,5000,job7,False
Al-Ag,Ag0.10,5000,job5,False
Al-Ag,Ag0.10,5000,job9,False
Al-Ag,Ag0.10,5000,job4,False
Al-Ag,Ag0.10,5000,job10,False
Al-Ag,Ag0.10,2000,job1,False
Al-Ag,Ag0.10,2000,job2,False
Al-Ag,Ag0.10,2000,job3,False
Al-Ag,Ag0.10,2000,job6,False
Al-Ag,Ag0.10,2000,job8,False
Al-Ag,Ag0.10,2000,job7,False
Al-Ag,Ag0.10,2000,job5,False
Al-Ag,Ag0.10,2000,job9,False
Al-Ag,Ag0.10,2000,job4,False
Al-Ag,Ag0.10,2000,job10,False
Al-Ag,Ag0.10,6667,job1,False
Al-Ag,Ag0.10,6667,job2,False
Al-Ag,Ag0.10,6667,job3,False
Al-Ag,Ag0.10,6667,job6,False
Al-Ag,Ag0.10,6667,job8,False
Al-Ag,Ag0.10,6667,job7,False
Al-Ag,Ag0.10,6667,job5,False
Al-Ag,Ag0.10,6667,job9,False
Al-Ag,Ag0.10,6667,job4,False
Al-Ag,Ag0.10,6667,job10,False
Al-Ag,Ag0.10,10000,job1,False
Al-Ag,Ag0.10,10000,job2,False
Al-Ag,Ag0.10,10000,job3,False
Al-Ag,Ag0.10,10000,job6,False
Al-Ag,Ag0.10,10000,job8,False
Al-Ag,Ag0.10,10000,job7,False
Al-Ag,Ag0.10,10000,job5,False
Al-Ag,Ag0.10,10000,job9,False
Al-Ag,Ag0.10,10000,job4,False
Al-Ag,Ag0.10,10000,job10,False
Al-Ag,Ag0.10,20000,job1,True
Al-Ag,Ag0.10,20000,job2,False
Al-Ag,Ag0.10,20000,job3,False
Al-Ag,Ag0.10,20000,job6,False
Al-Ag,Ag0.10,20000,job8,False
Al-Ag,Ag0.10,20000,job7,False
Al-Ag,Ag0.10,20000,job5,True
Al-Ag,Ag0.10,20000,job9,True
Al-Ag,Ag0.10,20000,job4,True
Al-Ag,Ag0.10,20000,job10,False
Al-Ag,Ag0.10,50000,job1,True
Al-Ag,Ag0.10,50000,job2,True
Al-Ag,Ag0.10,50000,job3,True
Al-Ag,Ag0.10,50000,job6,True
Al-Ag,Ag0.10,50000,job8,True
Al-Ag,Ag0.10,50000,job7,True
Al-Ag,Ag0.10,50000,job5,True
Al-Ag,Ag0.10,50000,job9,True
Al-Ag,Ag0.10,50000,job4,True
Al-Ag,Ag0.10,50000,job10,True
Al-Ag,Ag0.10,66667,job1,True
Al-Ag,Ag0.10,66667,job2,True
Al-Ag,Ag0.10,66667,job3,True
Al-Ag,Ag0.10,66667,job6,True
Al-Ag,Ag0.10,66667,job8,True
Al-Ag,Ag0.10,66667,job7,True
Al-Ag,Ag0.10,66667,job5,True
Al-Ag,Ag0.10,66667,job9,True
Al-Ag,Ag0.10,66667,job4,True
Al-Ag,Ag0.10,66667,job10,True
Al-Ag,Ag0.94,667,job1,False
Al-Ag,Ag0.94,667,job2,False
Al-Ag,Ag0.94,667,job3,False
Al-Ag,Ag0.94,667,job6,False
Al-Ag,Ag0.94,667,job8,False
Al-Ag,Ag0.94,667,job7,False
Al-Ag,Ag0.94,667,job5,False
Al-Ag,Ag0.94,667,job9,False
Al-Ag,Ag0.94,667,job4,False
Al-Ag,Ag0.94,667,job10,False
Al-Ag,Ag0.94,1000,job1,False
Al-Ag,Ag0.94,1000,job2,False
Al-Ag,Ag0.94,1000,job3,False
Al-Ag,Ag0.94,1000,job6,False
Al-Ag,Ag0.94,1000,job8,False
Al-Ag,Ag0.94,1000,job7,False
Al-Ag,Ag0.94,1000,job5,False
Al-Ag,Ag0.94,1000,job9,False
Al-Ag,Ag0.94,1000,job4,False
Al-Ag,Ag0.94,1000,job10,False
Al-Ag,Ag0.94,5000,job1,False
Al-Ag,Ag0.94,5000,job2,False
Al-Ag,Ag0.94,5000,job3,False
Al-Ag,Ag0.94,5000,job6,False
Al-Ag,Ag0.94,5000,job8,False
Al-Ag,Ag0.94,5000,job7,False
Al-Ag,Ag0.94,5000,job5,False
Al-Ag,Ag0.94,5000,job9,False
